;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
3256;255 000 км;Ford Focus II Рестайлинг;325 000 ₽;2008;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
3257;200 000 км;Ford Focus II Рестайлинг;230 000 ₽;2008;механика;седан;передний;серебристый;1.8 л/125л.с./Бензин
3258;94 000 км;Ford Focus III;550 000 ₽;2012;робот;седан;передний;серебристый;2.0 л/150л.с./Бензин
3259;249 000 км;Ford Focus II Рестайлинг;340 000 ₽;2010;механика;седан;передний;белый;1.6 л/100л.с./Бензин
3260;149 000 км;Ford Focus II Рестайлинг;375 000 ₽;2009;автомат;седан;передний;серый;1.6 л/100л.с./Бензин
3261;162 045 км;Ford Focus III;530 000 ₽;2013;механика;универсал 5 дв.;передний;серебристый;1.6 л/105л.с./Бензин
3262;241 000 км;Ford Focus I Рестайлинг;195 000 ₽;2005;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/115л.с./Бензин
3263;273 556 км;Ford Focus II Рестайлинг;300 000 ₽;2008;механика;универсал 5 дв.;передний;серебристый;1.8 л/116л.с./Дизель
3264;160 000 км;Ford Focus II;360 000 ₽;2007;автомат;хэтчбек 3 дв.;передний;голубой;2.0 л/145л.с./Бензин
3265;112 000 км;Ford Focus III;450 000 ₽;2011;робот;седан;передний;синий;1.6 л/125л.с./Бензин
3266;232 000 км;Ford Focus II Рестайлинг;360 000 ₽;2009;автомат;универсал 5 дв.;передний;серебристый;2.0 л/145л.с./Бензин
3267;122 400 км;Ford Focus II;270 000 ₽;2007;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
3268;268 000 км;Ford Focus II;260 000 ₽;2006;механика;хэтчбек 5 дв.;передний;серый;1.8 л/116л.с./Дизель
3269;141 555 км;Ford Focus II;270 000 ₽;2007;механика;седан;передний;серебристый;1.8 л/125л.с./Бензин
3270;70 000 км;Ford Focus III;600 000 ₽;2014;робот;универсал 5 дв.;передний;синий;1.6 л/105л.с./Бензин
3271;277 662 км;Ford Focus II;235 000 ₽;2007;механика;хэтчбек 3 дв.;передний;белый;1.4 л/80л.с./Бензин
3272;89 000 км;Ford Focus II Рестайлинг;470 000 ₽;2011;автомат;хэтчбек 5 дв.;передний;серебристый;2.0 л/145л.с./Бензин
3273;122 000 км;Ford Focus III;529 900 ₽;2013;робот;хэтчбек 5 дв.;передний;белый;2.0 л/150л.с./Бензин
3274;213 000 км;Ford Focus II;305 000 ₽;2007;механика;седан;передний;синий;1.6 л/100л.с./Бензин
3275;132 000 км;Ford Focus II;350 000 ₽;2007;механика;хэтчбек 3 дв.;передний;синий;1.8 л/125л.с./Бензин
3276;46 000 км;Ford Focus III;700 000 ₽;2014;механика;седан;передний;белый;1.6 л/105л.с./Бензин
3277;118 609 км;Ford Focus II Рестайлинг;310 000 ₽;2010;механика;хэтчбек 5 дв.;передний;чёрный;1.6 л/100л.с./Бензин
3278;190 000 км;Ford Focus III;450 000 ₽;2012;механика;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
3279;125 231 км;Ford Focus III;440 000 ₽;2011;механика;седан;передний;серебристый;1.6 л/105л.с./Бензин
3280;178 000 км;Ford Focus III;660 000 ₽;2012;робот;универсал 5 дв.;передний;серебристый;2.0 л/140л.с./Дизель
3281;189 000 км;Ford Focus I Рестайлинг;170 000 ₽;2004;механика;универсал 5 дв.;передний;белый;1.6 л/98л.с./Бензин
3282;135 000 км;Ford Focus III;480 000 ₽;2013;робот;хэтчбек 5 дв.;передний;пурпурный;1.6 л/105л.с./Бензин
3283;135 500 км;Ford Focus III;495 000 ₽;2012;механика;седан;передний;белый;1.6 л/105л.с./Бензин
3284;156 000 км;Ford Focus II Рестайлинг;360 000 ₽;2010;автомат;универсал 5 дв.;передний;серебристый;2.0 л/145л.с./Бензин
3285;205 000 км;Ford Focus II;265 000 ₽;2007;механика;седан;передний;чёрный;1.8 л/125л.с./Бензин
3286;198 000 км;Ford Focus II Рестайлинг;415 000 ₽;2011;автомат;хэтчбек 5 дв.;передний;белый;1.6 л/100л.с./Бензин
3287;100 000 км;Ford Focus II;299 000 ₽;2007;механика;седан;передний;чёрный;1.6 л/100л.с./Бензин
3288;73 250 км;Ford Focus III Рестайлинг;860 000 ₽;2017;робот;хэтчбек 5 дв.;передний;серый;1.6 л/105л.с./Бензин
3289;220 000 км;Ford Focus II;255 000 ₽;2007;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
3290;261 000 км;Ford Focus II;296 000 ₽;2005;механика;седан;передний;синий;2.0 л/145л.с./Бензин
3291;160 000 км;Ford Focus III;480 000 ₽;2013;механика;седан;передний;коричневый;1.6 л/105л.с./Бензин
3292;213 000 км;Ford Focus II;325 000 ₽;2006;автомат;хэтчбек 3 дв.;передний;синий;1.6 л/100л.с./Бензин
3293;201 000 км;Ford Focus II Рестайлинг;290 000 ₽;2008;механика;седан;передний;красный;1.6 л/100л.с./Бензин
3294;189 000 км;Ford Focus I Рестайлинг;165 000 ₽;2001;механика;хэтчбек 5 дв.;передний;синий;1.6 л/100л.с./Бензин
3295;144 130 км;Ford Focus III;520 000 ₽;2013;робот;хэтчбек 5 дв.;передний;красный;1.6 л/105л.с./Бензин
3296;160 000 км;Ford Focus II;270 000 ₽;2006;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
3297;288 000 км;Ford Focus II;240 000 ₽;2005;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
3298;70 000 км;Ford Focus III Рестайлинг;919 000 ₽;2018;робот;универсал 5 дв.;передний;белый;1.6 л/125л.с./Бензин
3299;156 000 км;Ford Focus III;380 000 ₽;2013;механика;седан;передний;синий;1.6 л/125л.с./Бензин
3300;157 900 км;Ford Focus II Рестайлинг;375 000 ₽;2008;механика;хэтчбек 5 дв.;передний;фиолетовый;1.6 л/115л.с./Бензин
3301;140 243 км;Ford Focus II Рестайлинг;325 000 ₽;2010;механика;хэтчбек 5 дв.;передний;синий;1.6 л/100л.с./Бензин
3302;168 000 км;Ford Focus II Рестайлинг;330 000 ₽;2011;механика;седан;передний;чёрный;1.4 л/80л.с./Бензин
3303;42 000 км;Ford Focus II Рестайлинг;675 000 ₽;2009;механика;хэтчбек 5 дв.;передний;белый;1.8 л/116л.с./Дизель
3304;285 000 км;Ford Focus II Рестайлинг;345 000 ₽;2010;механика;хэтчбек 5 дв.;передний;белый;1.8 л/125л.с./Бензин
3305;123 000 км;Ford Focus III;490 000 ₽;2011;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
3306;116 300 км;Ford Focus III;635 000 ₽;2013;механика;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
3307;234 000 км;Ford Focus II;285 000 ₽;2007;механика;хэтчбек 5 дв.;передний;серебристый;1.8 л/125л.с./Бензин
3308;77 301 км;Ford Focus III Рестайлинг;790 000 ₽;2016;робот;седан;передний;чёрный;1.6 л/125л.с./Бензин
3309;101 712 км;Ford Focus III;520 000 ₽;2013;механика;седан;передний;серебристый;1.6 л/105л.с./Бензин
3310;80 000 км;Ford Focus III;490 000 ₽;2012;робот;хэтчбек 5 дв.;передний;синий;1.6 л/105л.с./Бензин
3311;64 754 км;Ford Focus III;579 000 ₽;2015;робот;универсал 5 дв.;передний;белый;1.6 л/105л.с./Бензин
3312;140 000 км;Ford Focus III;520 000 ₽;2013;робот;хэтчбек 5 дв.;передний;чёрный;1.6 л/125л.с./Бензин
3313;254 600 км;Ford Focus I Рестайлинг;165 000 ₽;2003;механика;хэтчбек 5 дв.;передний;чёрный;1.8 л/115л.с./Бензин
3314;110 000 км;Ford Focus II Рестайлинг;370 000 ₽;2011;механика;хэтчбек 3 дв.;передний;синий;1.4 л/80л.с./Бензин
3315;154 100 км;Ford Focus III;439 900 ₽;2012;робот;хэтчбек 5 дв.;передний;белый;1.6 л/105л.с./Бензин
3316;224 000 км;Ford Focus I Рестайлинг;180 000 ₽;2003;автомат;седан;передний;бежевый;2.0 л/130л.с./Бензин
3317;150 420 км;Ford Focus II Рестайлинг;330 000 ₽;2009;механика;седан;передний;серебристый;1.6 л/100л.с./Бензин
3318;196 000 км;Ford Focus II Рестайлинг;330 000 ₽;2010;механика;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
3319;268 000 км;Ford Focus II Рестайлинг;395 000 ₽;2011;механика;хэтчбек 5 дв.;передний;белый;1.4 л/80л.с./Бензин
3320;178 056 км;Ford Focus II;299 999 ₽;2008;автомат;седан;передний;чёрный;1.6 л/100л.с./Бензин
3321;128 127 км;Ford Focus II;385 000 ₽;2007;автомат;хэтчбек 5 дв.;передний;серебристый;1.6 л/100л.с./Бензин
3322;303 000 км;Ford Focus II;200 000 ₽;2006;механика;хэтчбек 5 дв.;передний;белый;1.4 л/80л.с./Бензин
3323;210 000 км;Ford Focus II;230 000 ₽;2006;механика;универсал 5 дв.;передний;серый;1.6 л/115л.с./Бензин
3324;98 000 км;Ford Focus III Рестайлинг;650 000 ₽;2016;механика;хэтчбек 5 дв.;передний;белый;1.6 л/85л.с./Бензин
3325;240 000 км;Ford Focus II;300 000 ₽;2006;механика;седан;передний;серебристый;1.6 л/115л.с./Бензин
3326;190 000 км;Ford Focus III;499 999 ₽;2011;робот;хэтчбек 5 дв.;передний;белый;1.6 л/125л.с./Бензин
3327;168 000 км;Ford Focus II Рестайлинг;270 000 ₽;2008;механика;хэтчбек 5 дв.;передний;синий;1.8 л/125л.с./Бензин
3328;247 000 км;Ford Focus I;150 000 ₽;2001;автомат;седан;передний;чёрный;2.0 л/131л.с./Бензин
3329;118 000 км;Ford Focus II;310 000 ₽;2007;автомат;хэтчбек 3 дв.;передний;чёрный;1.6 л/100л.с./Бензин
3330;118 000 км;Ford Focus II;310 000 ₽;2007;автомат;хэтчбек 3 дв.;передний;чёрный;1.6 л/100л.с./Бензин
3331;80 360 км;Ford Focus III Рестайлинг;650 000 ₽;2015;автомат;хэтчбек 5 дв.;передний;синий;1.5 л/150л.с./Бензин
3332;212 800 км;Ford Focus II;280 000 ₽;2007;механика;седан;передний;серый;1.8 л/125л.с./Бензин
3333;111 000 км;Ford Focus III Рестайлинг;740 000 ₽;2017;автомат;седан;передний;чёрный;1.0 л/125л.с./Бензин
3334;270 000 км;Ford Focus II;360 000 ₽;2006;автомат;хэтчбек 5 дв.;передний;серебристый;2.0 л/145л.с./Бензин
3335;204 000 км;Ford Focus III;600 000 ₽;2012;механика;хэтчбек 5 дв.;передний;белый;2.0 л/150л.с./Бензин
3336;217 000 км;Ford Focus I Рестайлинг;150 000 ₽;2001;автомат;седан;передний;серебристый;2.0 л/130л.с./Бензин
